1,DISEASE,MESH ID,BACTERIA,NCBI ID,RELATION,METHOD,PMID
3113,Stomach Neoplasms,D013274,Bacteroides,816,Decrease,16S rRNA sequencing,31338330
3114,Stomach Neoplasms,D013274,Bacteroides,816,Increase,16S rRNA sequencing,31338330
3115,Stomach Neoplasms,D013274,Comamonas,283,Decrease,16S rRNA sequencing,31338330
3116,Stomach Neoplasms,D013274,Enterococcus,1350,Decrease,16S rRNA sequencing,31338330
3117,Stomach Neoplasms,D013274,Haemophilus,724,Increase,16S rRNA sequencing,31338330
3118,Stomach Neoplasms,D013274,Lautropia,47670,Increase,16S rRNA sequencing,31338330
3119,Stomach Neoplasms,D013274,Roseomonas,125216,Increase,16S rRNA sequencing,31338330
3120,Stomach Neoplasms,D013274,Sphingomonas,13687,Decrease,16S rRNA sequencing,31338330
3121,Parkinson Disease,D010300,Akkermansia,239934,Increase,16S rRNA sequencing,31354427
3122,Parkinson Disease,D010300,Alistipes,239759,Increase,16S rRNA sequencing,31354427
3123,Irritable Bowel Syndrome,D043183,Pseudomonas,286,Decrease,16S rRNA sequencing,31379797
3124,Parkinson Disease,D010300,Lachnospira,28050,Increase,16S rRNA sequencing,31354427
3125,Parkinson Disease,D010300,Lactobacillus,1578,Decrease,16S rRNA sequencing,31354427
3126,Parkinson Disease,D010300,Methanobrevibacter,2172,Increase,16S rRNA sequencing,31354427
3127,Parkinson Disease,D010300,Parabacteroides,375288,Increase,16S rRNA sequencing,31354427
3128,Parkinson Disease,D010300,Phascolarctobacterium,33024,Increase,16S rRNA sequencing,31354427
3129,Parkinson Disease,D010300,Roseburia,841,Increase,16S rRNA sequencing,31354427
3130,Parkinson Disease,D010300,Streptococcus,1301,Decrease,16S rRNA sequencing,31354427
3131,Colorectal Neoplasms,D015179,Aeromonas,642,Increase,16S rRNA sequencing,31358825
3132,Colorectal Neoplasms,D015179,Bacteroides,816,Decrease,16S rRNA sequencing,31358825
3133,Colorectal Neoplasms,D015179,Bilophila,35832,Decrease,16S rRNA sequencing,31358825
3134,Colorectal Neoplasms,D015179,Citrobacter,544,Decrease,16S rRNA sequencing,31358825
3135,Colorectal Neoplasms,D015179,Coprococcus,33042,Decrease,16S rRNA sequencing,31358825
3136,Colorectal Neoplasms,D015179,Cronobacter,413496,Decrease,16S rRNA sequencing,31358825
3137,Colorectal Neoplasms,D015179,Dorea,189330,Decrease,16S rRNA sequencing,31358825
3138,Colorectal Neoplasms,D015179,Enterococcus,1350,Increase,16S rRNA sequencing,31358825
3139,Colorectal Neoplasms,D015179,Eubacterium,1730,Decrease,16S rRNA sequencing,31358825
3140,Colorectal Neoplasms,D015179,Faecalibacterium,216851,Decrease,16S rRNA sequencing,31358825
3141,Colorectal Neoplasms,D015179,Fusobacterium,848,Increase,16S rRNA sequencing,31358825
3142,Colorectal Neoplasms,D015179,Morganella,581,Increase,16S rRNA sequencing,31358825
3143,Colorectal Neoplasms,D015179,Oscillospira,119852,Decrease,16S rRNA sequencing,31358825
3144,Colorectal Neoplasms,D015179,Parabacteroides,375288,Decrease,16S rRNA sequencing,31358825
3145,Colorectal Neoplasms,D015179,Roseburia,841,Decrease,16S rRNA sequencing,31358825
3146,Colorectal Neoplasms,D015179,Ruminococcus,1263,Decrease,16S rRNA sequencing,31358825
3147,Irritable Bowel Syndrome,D043183,Anaerostipes,207244,Increase,16S rRNA sequencing,31379797
3148,Irritable Bowel Syndrome,D043183,Anaerostipes,207244,Decrease,16S rRNA sequencing,31379797
3149,Irritable Bowel Syndrome,D043183,Bacteroides,816,Increase,16S rRNA sequencing,31379797
3150,Irritable Bowel Syndrome,D043183,Butyricimonas,574697,Increase,16S rRNA sequencing,31379797
3151,Irritable Bowel Syndrome,D043183,Coprococcus,33042,Increase,16S rRNA sequencing,31379797
3152,Irritable Bowel Syndrome,D043183,Granulicatella,117563,Decrease,16S rRNA sequencing,31379797
3153,Irritable Bowel Syndrome,D043183,Lactococcus,1357,Decrease,16S rRNA sequencing,31379797
3154,Irritable Bowel Syndrome,D043183,Oscillospira,119852,Increase,16S rRNA sequencing,31379797
3155,Irritable Bowel Syndrome,D043183,Parabacteroides,375288,Increase,16S rRNA sequencing,31379797
3156,Irritable Bowel Syndrome,D043183,Roseburia,841,Increase,16S rRNA sequencing,31379797
3157,Irritable Bowel Syndrome,D043183,Ruminococcus,1263,Increase,16S rRNA sequencing,31379797
3158,Pancreatic Neoplasms,D010190,Bacillus,1386,Decrease,16S rRNA sequencing,31398337
3159,Pancreatic Neoplasms,D010190,Corynebacterium,1716,Increase,16S rRNA sequencing,31398337
3160,Pancreatic Neoplasms,D010190,Pantoea,53335,Decrease,16S rRNA sequencing,31398337
3161,Pancreatic Neoplasms,D010190,Proteiniphilum,294702,Increase,16S rRNA sequencing,31398337
3162,Pancreatic Neoplasms,D010190,Pseudomonas,286,Increase,16S rRNA sequencing,31398337
3163,Pancreatic Neoplasms,D010190,Pseudoxanthomonas,83618,Decrease,16S rRNA sequencing,31398337
3164,Pancreatic Neoplasms,D010190,Saccharopolyspora,1835,Decrease,16S rRNA sequencing,31398337
3165,Pancreatic Neoplasms,D010190,Streptomyces,1883,Decrease,16S rRNA sequencing,31398337
3166,Breast Neoplasms,D001943,Acholeplasma,2147,Increase,16S rRNA sequencing,31420578
3167,Breast Neoplasms,D001943,Actinotalea,458839,Decrease,16S rRNA sequencing,31420578
3168,Breast Neoplasms,D001943,Actinotalea,458839,Increase,16S rRNA sequencing,31420578
3169,Breast Neoplasms,D001943,Akkermansia,239934,Decrease,16S rRNA sequencing,31420578
3170,Breast Neoplasms,D001943,Microvirga,186650,Increase,16S rRNA sequencing,31420578
3171,Breast Neoplasms,D001943,Bosea,85413,Increase,16S rRNA sequencing,31420578
3172,Breast Neoplasms,D001943,Bradyrhizobium,374,Increase,16S rRNA sequencing,31420578
3173,Breast Neoplasms,D001943,Chloracidobacterium,458032,Increase,16S rRNA sequencing,31420578
3174,Breast Neoplasms,D001943,Clostridium,1485,Decrease,16S rRNA sequencing,31420578
3175,Breast Neoplasms,D001943,Clostridium,1485,Increase,16S rRNA sequencing,31420578
3176,Breast Neoplasms,D001943,Coprococcus,33042,Decrease,16S rRNA sequencing,31420578
3177,Breast Neoplasms,D001943,Coprococcus,33042,Increase,16S rRNA sequencing,31420578
3178,Breast Neoplasms,D001943,Devosia,46913,Increase,16S rRNA sequencing,31420578
3179,Breast Neoplasms,D001943,Erwinia,551,Decrease,16S rRNA sequencing,31420578
3180,Breast Neoplasms,D001943,Halomonas,2745,Decrease,16S rRNA sequencing,31420578
3181,Breast Neoplasms,D001943,Hyphomicrobium,81,Decrease,16S rRNA sequencing,31420578
3182,Breast Neoplasms,D001943,Kocuria,57493,Decrease,16S rRNA sequencing,31420578
3183,Breast Neoplasms,D001943,Lutispora,667112,Increase,16S rRNA sequencing,31420578
3184,Breast Neoplasms,D001943,Microbacterium,33882,Decrease,16S rRNA sequencing,31420578
3185,Breast Neoplasms,D001943,Micrococcus,1269,Increase,16S rRNA sequencing,31420578
3186,Breast Neoplasms,D001943,Modestobacter,88138,Increase,16S rRNA sequencing,31420578
3187,Breast Neoplasms,D001943,Oribacterium,265975,Increase,16S rRNA sequencing,31420578
3188,Breast Neoplasms,D001943,Oscillospira,119852,Decrease,16S rRNA sequencing,31420578
3189,Breast Neoplasms,D001943,Pandoraea,93217,Increase,16S rRNA sequencing,31420578
3190,Breast Neoplasms,D001943,Paraprevotella,577309,Increase,16S rRNA sequencing,31420578
3191,Breast Neoplasms,D001943,Phycicoccus,367298,Increase,16S rRNA sequencing,31420578
3192,Breast Neoplasms,D001943,Ralstonia,48736,Increase,16S rRNA sequencing,31420578
3193,Breast Neoplasms,D001943,Ruminococcus,1263,Increase,16S rRNA sequencing,31420578
3194,Breast Neoplasms,D001943,Sporosarcina,1569,Decrease,16S rRNA sequencing,31420578
3195,Breast Neoplasms,D001943,Sporosarcina,1569,Increase,16S rRNA sequencing,31420578
3196,Breast Neoplasms,D001943,Syntrophus,43773,Increase,16S rRNA sequencing,31420578
3197,Breast Neoplasms,D001943,Thermus,270,Increase,16S rRNA sequencing,31420578
3198,Breast Neoplasms,D001943,Truepera,332248,Increase,16S rRNA sequencing,31420578
3199,Alzheimer Disease,D000544,Achromobacter,222,Decrease,16S rRNA sequencing,31434623
3200,Alzheimer Disease,D000544,Acidovorax,12916,Increase,16S rRNA sequencing,31434623
3201,Alzheimer Disease,D000544,Acinetobacter,469,Decrease,16S rRNA sequencing,31434623
3202,Alzheimer Disease,D000544,Acinetobacter,469,Increase,16S rRNA sequencing,31434623
3203,Alzheimer Disease,D000544,Akkermansia,239934,Increase,16S rRNA sequencing,31434623
3204,Alzheimer Disease,D000544,Aliihoeflea,610116,Decrease,16S rRNA sequencing,31434623
3205,Alzheimer Disease,D000544,Alistipes,239759,Decrease,16S rRNA sequencing,31434623
3206,Alzheimer Disease,D000544,Alloprevotella,1283313,Decrease,16S rRNA sequencing,31434623
3207,Alzheimer Disease,D000544,Bacteroides,816,Decrease,qPCR,31434623
3208,Alzheimer Disease,D000544,Bacteroides,816,Decrease,16S rRNA sequencing,31434623
3209,Alzheimer Disease,D000544,Barnesiella,397864,Decrease,16S rRNA sequencing,31434623
3210,Alzheimer Disease,D000544,Bifidobacterium,1678,Increase,16S rRNA sequencing,31434623
3211,Alzheimer Disease,D000544,Blautia,572511,Increase,16S rRNA sequencing,31434623
3212,Alzheimer Disease,D000544,Brevundimonas,41275,Decrease,16S rRNA sequencing,31434623
3213,Alzheimer Disease,D000544,Butyricimonas,574697,Decrease,16S rRNA sequencing,31434623
3214,Alzheimer Disease,D000544,Dorea,189330,Increase,16S rRNA sequencing,31434623
3215,Alzheimer Disease,D000544,Enterobacter,547,Decrease,16S rRNA sequencing,31434623
3216,Alzheimer Disease,D000544,Escherichia,561,Increase,qPCR,31434623
3217,Alzheimer Disease,D000544,Escherichia,561,Increase,16S rRNA sequencing,31434623
3218,Alzheimer Disease,D000544,Glutamicibacter,1742989,Increase,16S rRNA sequencing,31434623
3219,Alzheimer Disease,D000544,Haemophilus,724,Decrease,16S rRNA sequencing,31434623
3220,Alzheimer Disease,D000544,Halomonas,2745,Decrease,16S rRNA sequencing,31434623
3221,Alzheimer Disease,D000544,Lactobacillus,1578,Increase,qPCR,31434623
3222,Alzheimer Disease,D000544,Lactobacillus,1578,Increase,16S rRNA sequencing,31434623
3223,Alzheimer Disease,D000544,Leucobacter,55968,Decrease,16S rRNA sequencing,31434623
3224,Alzheimer Disease,D000544,Methylobacterium,407,Decrease,16S rRNA sequencing,31434623
3225,Alzheimer Disease,D000544,Nesterenkonia,57494,Decrease,16S rRNA sequencing,31434623
3226,Alzheimer Disease,D000544,Ochrobactrum,528,Decrease,16S rRNA sequencing,31434623
3227,Alzheimer Disease,D000544,Pannonibacter,227873,Decrease,16S rRNA sequencing,31434623
3228,Alzheimer Disease,D000544,Parabacteroides,375288,Decrease,16S rRNA sequencing,31434623
3229,Alzheimer Disease,D000544,Paraprevotella,577309,Decrease,16S rRNA sequencing,31434623
3230,Alzheimer Disease,D000544,Pelagibacterium,1082930,Increase,16S rRNA sequencing,31434623
3231,Alzheimer Disease,D000544,Prevotella,838,Decrease,16S rRNA sequencing,31434623
3232,Alzheimer Disease,D000544,Propionibacterium,1743,Increase,16S rRNA sequencing,31434623
3233,Alzheimer Disease,D000544,Pseudomonas,286,Increase,16S rRNA sequencing,31434623
3234,Alzheimer Disease,D000544,Serratia,613,Decrease,16S rRNA sequencing,31434623
3235,Alzheimer Disease,D000544,Staphylococcus,1279,Increase,16S rRNA sequencing,31434623
3236,Alzheimer Disease,D000544,Stenotrophomonas,40323,Increase,16S rRNA sequencing,31434623
3237,Alzheimer Disease,D000544,Streptococcus,1301,Increase,16S rRNA sequencing,31434623
3238,Alzheimer Disease,D000544,Succinivibrio,83770,Decrease,16S rRNA sequencing,31434623
3239,Alzheimer Disease,D000544,Sulfuritalea,1054211,Increase,16S rRNA sequencing,31434623
3240,Alzheimer Disease,D000544,Sutterella,40544,Decrease,16S rRNA sequencing,31434623
3241,Alzheimer Disease,D000544,Vibrionimonas,1649511,Increase,16S rRNA sequencing,31434623
3242,Stomach Neoplasms,D013274,Akkermansia,239934,Increase,16S rRNA sequencing,31464899
3243,Stomach Neoplasms,D013274,Bacteroides,816,Decrease,16S rRNA sequencing,31464899
3244,Stomach Neoplasms,D013274,Dialister,39948,Increase,16S rRNA sequencing,31464899
3245,Stomach Neoplasms,D013274,Klebsiella,570,Decrease,16S rRNA sequencing,31464899
3246,Stomach Neoplasms,D013274,Lactobacillus,1578,Increase,16S rRNA sequencing,31464899
3247,Stomach Neoplasms,D013274,Veillonella,29465,Increase,16S rRNA sequencing,31464899
3248,Lung Neoplasms,D008175,Achromobacter,222,Decrease,RNA sequencing,31492894
3249,Lung Neoplasms,D008175,Acinetobacter,469,Increase,RNA sequencing,31492894
3250,Lung Neoplasms,D008175,Actinobacillus,713,Decrease,RNA sequencing,31492894
3251,Lung Neoplasms,D008175,Actinomyces,1654,Increase,RNA sequencing,31492894
3252,Lung Neoplasms,D008175,Aggregatibacter,416916,Decrease,RNA sequencing,31492894
3253,Lung Neoplasms,D008175,Brevundimonas,41275,Increase,RNA sequencing,31492894
3254,Lung Neoplasms,D008175,Burkholderia,32008,Decrease,RNA sequencing,31492894
3255,Lung Neoplasms,D008175,Butyrivibrio,830,Decrease,RNA sequencing,31492894
3256,Lung Neoplasms,D008175,Campylobacter,194,Increase,RNA sequencing,31492894
3257,Lung Neoplasms,D008175,Capnocytophaga,1016,Decrease,RNA sequencing,31492894
3258,Lung Neoplasms,D008175,Clostridium,1485,Increase,RNA sequencing,31492894
3259,Lung Neoplasms,D008175,Congregibacter,393661,Increase,RNA sequencing,31492894
3260,Lung Neoplasms,D008175,Enterobacter,547,Decrease,RNA sequencing,31492894
3261,Lung Neoplasms,D008175,Fluviicola,332102,Increase,RNA sequencing,31492894
3262,Lung Neoplasms,D008175,Gemmatimonas,173479,Decrease,RNA sequencing,31492894
3263,Lung Neoplasms,D008175,Klebsiella,570,Decrease,RNA sequencing,31492894
3264,Lung Neoplasms,D008175,Kluyvera,579,Decrease,RNA sequencing,31492894
3265,Lung Neoplasms,D008175,Lautropia,47670,Decrease,RNA sequencing,31492894
3266,Lung Neoplasms,D008175,Megasphaera,906,Decrease,RNA sequencing,31492894
3267,Lung Neoplasms,D008175,Mesorhizobium,68287,Increase,RNA sequencing,31492894
3268,Lung Neoplasms,D008175,Microbacterium,33882,Increase,RNA sequencing,31492894
3269,Lung Neoplasms,D008175,Moraxella,475,Decrease,RNA sequencing,31492894
3270,Lung Neoplasms,D008175,Morganella,581,Decrease,RNA sequencing,31492894
3271,Lung Neoplasms,D008175,Mycobacterium,1763,Increase,RNA sequencing,31492894
3272,Lung Neoplasms,D008175,Phenylobacterium,20,Increase,RNA sequencing,31492894
3273,Lung Neoplasms,D008175,Propionibacterium,1743,Increase,RNA sequencing,31492894
3274,Lung Neoplasms,D008175,Rothia,32207,Decrease,RNA sequencing,31492894
3275,Lung Neoplasms,D008175,Scardovia,196081,Decrease,RNA sequencing,31492894
3276,Lung Neoplasms,D008175,Selenomonas,970,Decrease,RNA sequencing,31492894
3277,Lung Neoplasms,D008175,Serratia,613,Decrease,RNA sequencing,31492894
3278,Lung Neoplasms,D008175,Shuttleworthia,177971,Decrease,RNA sequencing,31492894
3279,Lung Neoplasms,D008175,Simonsiella,71,Increase,RNA sequencing,31492894
3280,Lung Neoplasms,D008175,Sphingomonas,13687,Increase,RNA sequencing,31492894
3281,Lung Neoplasms,D008175,Staphylococcus,1279,Increase,RNA sequencing,31492894
3282,Lung Neoplasms,D008175,Streptococcus,1301,Increase,RNA sequencing,31492894
3283,Lung Neoplasms,D008175,Tannerella,195950,Increase,RNA sequencing,31492894
3284,Lung Neoplasms,D008175,Veillonella,29465,Increase,RNA sequencing,31492894
3285,Uterine Cervical Neoplasms,D002583,Alistipes,239759,Decrease,16S rRNA sequencing,31500892
3286,Uterine Cervical Neoplasms,D002583,Anaerostipes,207244,Decrease,16S rRNA sequencing,31500892
3287,Uterine Cervical Neoplasms,D002583,Bacteroides,816,Decrease,16S rRNA sequencing,31500892
3288,Uterine Cervical Neoplasms,D002583,Blautia,572511,Decrease,16S rRNA sequencing,31500892
3289,Uterine Cervical Neoplasms,D002583,Butyricimonas,574697,Decrease,16S rRNA sequencing,31500892
3290,Uterine Cervical Neoplasms,D002583,Dialister,39948,Increase,16S rRNA sequencing,31500892
3291,Uterine Cervical Neoplasms,D002583,Enterobacter,547,Decrease,16S rRNA sequencing,31500892
3292,Uterine Cervical Neoplasms,D002583,Erysipelatoclostridium,1505663,Increase,16S rRNA sequencing,31500892
3293,Uterine Cervical Neoplasms,D002583,Flavonifractor,946234,Increase,16S rRNA sequencing,31500892
3294,Uterine Cervical Neoplasms,D002583,Fusicatenibacter,1407607,Decrease,16S rRNA sequencing,31500892
3295,Uterine Cervical Neoplasms,D002583,Intestinibacter,1505657,Decrease,16S rRNA sequencing,31500892
3296,Uterine Cervical Neoplasms,D002583,Lachnoclostridium,1506553,Increase,16S rRNA sequencing,31500892
3297,Uterine Cervical Neoplasms,D002583,Moryella,437755,Increase,16S rRNA sequencing,31500892
3298,Uterine Cervical Neoplasms,D002583,Oscillibacter,459786,Increase,16S rRNA sequencing,31500892
3299,Uterine Cervical Neoplasms,D002583,Parabacteroides,375288,Decrease,16S rRNA sequencing,31500892
3300,Uterine Cervical Neoplasms,D002583,Porphyromonas,836,Increase,16S rRNA sequencing,31500892
3301,Uterine Cervical Neoplasms,D002583,Prevotella,838,Increase,16S rRNA sequencing,31500892
3302,Uterine Cervical Neoplasms,D002583,Romboutsia,1501226,Decrease,16S rRNA sequencing,31500892
3303,Uterine Cervical Neoplasms,D002583,Shigella,620,Decrease,16S rRNA sequencing,31500892
3304,Uterine Cervical Neoplasms,D002583,Streptococcus,1301,Increase,16S rRNA sequencing,31500892
3305,Uterine Cervical Neoplasms,D002583,Sutterella,40544,Increase,16S rRNA sequencing,31500892
3306,Stomach Neoplasms,D013274,Helicobacter,209,Increase,16S rRNA sequencing,31537876
3307,Stomach Neoplasms,D013274,Lactococcus,1357,Decrease,16S rRNA sequencing,31537876
3308,Stomach Neoplasms,D013274,Prevotella,838,Decrease,16S rRNA sequencing,31537876
3309,Stomach Neoplasms,D013274,Propionibacterium,1743,Increase,16S rRNA sequencing,31537876
3310,Colorectal Neoplasms,D015179,Acinetobacter,469,Decrease,16S rRNA sequencing,31582724
3311,Colorectal Neoplasms,D015179,Bacteroides,816,Increase,16S rRNA sequencing,31582724
3312,Colorectal Neoplasms,D015179,Enterococcus,1350,Increase,16S rRNA sequencing,31582724
3313,Colorectal Neoplasms,D015179,Haemophilus,724,Decrease,16S rRNA sequencing,31582724
3314,Colorectal Neoplasms,D015179,Porphyromonas,836,Increase,16S rRNA sequencing,31582724
3315,Colorectal Neoplasms,D015179,Prevotella,838,Decrease,16S rRNA sequencing,31582724
3316,Colorectal Neoplasms,D015179,Pseudomonas,286,Decrease,16S rRNA sequencing,31582724
3317,Colorectal Neoplasms,D015179,Ruminococcus,1263,Increase,16S rRNA sequencing,31582724
3318,Colorectal Neoplasms,D015179,Fusobacterium,848,Increase,16S rRNA sequencing,31609493
3319,Esophageal Neoplasms,D004938,Akkermansia,239934,Decrease,16S rRNA sequencing,31699194
3320,Colorectal Neoplasms,D015179,Anaerostipes,207244,Increase,16S rRNA sequencing,31699194
3321,Colorectal Neoplasms,D015179,Asteroleplasma,2152,Increase,16S rRNA sequencing,31699194
3322,Colorectal Neoplasms,D015179,Bifidobacterium,1678,Decrease,16S rRNA sequencing,31699194
3323,Esophageal Neoplasms,D004938,Bifidobacterium,1678,Increase,16S rRNA sequencing,31699194
3324,Stomach Neoplasms,D013274,Bifidobacterium,1678,Decrease,16S rRNA sequencing,31699194
3325,Colorectal Neoplasms,D015179,Blautia,572511,Decrease,16S rRNA sequencing,31699194
3326,Esophageal Neoplasms,D004938,Blautia,572511,Increase,16S rRNA sequencing,31699194
3327,Stomach Neoplasms,D013274,Blautia,572511,Decrease,16S rRNA sequencing,31699194
3328,Colorectal Neoplasms,D015179,Campylobacter,194,Increase,16S rRNA sequencing,31699194
3329,Colorectal Neoplasms,D015179,Collinsella,102106,Decrease,16S rRNA sequencing,31699194
3330,Esophageal Neoplasms,D004938,Collinsella,102106,Increase,16S rRNA sequencing,31699194
3331,Stomach Neoplasms,D013274,Collinsella,102106,Decrease,16S rRNA sequencing,31699194
