,experiment_id,methodological_detail_id,qualitative_outcome,disease_id,meddra_level,meddra_id,location_id,disease_name,organism_id,organism_name,organism_ncbi_id,subject_value,control_value,ratio,method_name,sample_name,host_type,host_id,publication_id,control_name,response_name,response_unit
10590,11213,635.0,Elevated,280,preferred_term,10014778.0,149.0,Endometriosis,1633,Pseudomonas viridiflava,33069.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10591,11214,635.0,Elevated,280,preferred_term,10014778.0,149.0,Endometriosis,625,Shewanella,22.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10592,11215,635.0,Elevated,280,preferred_term,10014778.0,149.0,Endometriosis,319,Pseudomonas,286.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10593,11216,635.0,Elevated,280,preferred_term,10014778.0,149.0,Endometriosis,586,Tissierellaceae,1737406.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10594,11217,635.0,Elevated,280,preferred_term,10014778.0,149.0,Endometriosis,1634,Acinetobacter guillouiae,106649.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10595,11218,636.0,Reduced,392,low_level_term,10047781.0,32.0,Vulvodynia,456,Gardnerella vaginalis,2702.0,7.0,31.0,,16S rRNA sequencing,Vaginal swab,Human,1315.0,1185,Healthy control,% (prevalence),% (prevalence)
10596,11219,637.0,Elevated,391,preferred_term,10013774.0,10.0,Dry eye syndrome,453,Megasphaera,906.0,,,,16S rRNA sequencing,Faeces,Human,1316.0,1186,Healthy control,,
10597,11220,637.0,Elevated,391,preferred_term,10013774.0,10.0,Dry eye syndrome,53,Parabacteroides,1869337.0,,,,16S rRNA sequencing,Faeces,Human,1316.0,1186,Healthy control,,
10598,11221,637.0,Elevated,391,preferred_term,10013774.0,10.0,Dry eye syndrome,44,Prevotella,59823.0,,,,16S rRNA sequencing,Faeces,Human,1316.0,1186,Healthy control,,
10599,11222,637.0,Reduced,391,preferred_term,10013774.0,10.0,Dry eye syndrome,65,Faecalibacterium,216851.0,,,,16S rRNA sequencing,Faeces,Human,1316.0,1186,Healthy control,,
10600,11223,637.0,Reduced,391,preferred_term,10013774.0,10.0,Dry eye syndrome,35,Veillonella,29465.0,,,,16S rRNA sequencing,Faeces,Human,1316.0,1186,Healthy control,,
10601,11224,637.0,Elevated,391,preferred_term,10013774.0,10.0,Dry eye syndrome,462,Actinomycetaceae,2049.0,,,3.6,16S rRNA sequencing,Faeces,Human,1316.0,1186,Healthy control,Fold change,Fold change
10602,11225,637.0,Elevated,391,preferred_term,10013774.0,10.0,Dry eye syndrome,1476,Eggerthellaceae,1643826.0,,,6.2,16S rRNA sequencing,Faeces,Human,1316.0,1186,Healthy control,Fold change,Fold change
10603,11226,637.0,Elevated,391,preferred_term,10013774.0,10.0,Dry eye syndrome,241,Lactobacillaceae,33958.0,,,8.8,16S rRNA sequencing,Faeces,Human,1316.0,1186,Healthy control,Fold change,Fold change
10604,11227,637.0,Elevated,391,preferred_term,10013774.0,10.0,Dry eye syndrome,821,Akkermansiaceae,1647988.0,,,4.7,16S rRNA sequencing,Faeces,Human,1316.0,1186,Healthy control,Fold change,Fold change
10605,11228,637.0,Elevated,391,preferred_term,10013774.0,10.0,Dry eye syndrome,242,Coriobacteriaceae,84107.0,,,2.5,16S rRNA sequencing,Faeces,Human,1316.0,1186,Healthy control,Fold change,Fold change
10606,11229,637.0,Elevated,391,preferred_term,10013774.0,10.0,Dry eye syndrome,1311,Eubacteriaceae,186806.0,,,7.4,16S rRNA sequencing,Faeces,Human,1316.0,1186,Healthy control,Fold change,Fold change
10607,11230,638.0,Elevated,22,preferred_term,10061451.0,10.0,Colorectal cancer,305,Fusobacterium nucleatum,851.0,,,66.0,qPCR,Faeces,Human,1317.0,1187,Healthy control,Fold change,Fold change
10608,11231,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,348,Bacteroidetes,976.0,,,,Metagenomic sequencing,Faeces,Human,1318.0,1188,Healthy control,,
10609,11232,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,50,Clostridium symbiosum,1512.0,,,,Metagenomic sequencing,Faeces,Human,1318.0,1188,Healthy control,,
10610,11233,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,6,Faecalibacterium prausnitzii,853.0,,,,Metagenomic sequencing,Faeces,Human,1318.0,1188,Healthy control,,
10611,11234,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,55,Lachnospiraceae,186803.0,,,,Metagenomic sequencing,Faeces,Human,1318.0,1188,Healthy control,,
10612,11235,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,7,Anaerostipes hadrus,649756.0,,,,Metagenomic sequencing,Faeces,Human,1318.0,1188,Healthy control,,
10613,11236,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,57,Roseburia intestinalis,166486.0,,,,Metagenomic sequencing,Faeces,Human,1318.0,1188,Healthy control,,
10614,11237,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,139,Bacteriodes uniformis,820.0,,,,Metagenomic sequencing,Faeces,Human,1318.0,1188,Healthy control,,
10615,11238,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,45,Akkermansia muciniphila,239935.0,,,,Metagenomic sequencing,Faeces,Human,1318.0,1188,Healthy control,,
10616,11239,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,58,Roseburia Inulinivorans,360807.0,,,,Metagenomic sequencing,Faeces,Human,1318.0,1188,Healthy control,,
10617,11240,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,60,Erysipelotrichaceae,128827.0,,,,Metagenomic sequencing,Faeces,Human,1318.0,1188,Healthy control,,
10618,11241,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,603,Roseburia hominis,301301.0,,,,Metagenomic sequencing,Faeces,Human,1318.0,1188,Healthy control,,
10619,11242,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,1635,Anaerotruncus colihominis,169435.0,,,,Metagenomic sequencing,Faeces,Human,1318.0,1188,Healthy control,,
10620,11243,,Reduced,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,1636,Anaerofustis stercorihominis,214853.0,,,,Metagenomic sequencing,Faeces,Human,1318.0,1188,Healthy control,,
10621,11244,,Elevated,14,preferred_term,10011762.0,10.0,Cystic Fibrosis,201,Clostridium perfringens,1502.0,,,,Metagenomic sequencing,Faeces,Human,1318.0,1188,Healthy control,,
10622,11245,639.0,Elevated,282,preferred_term,10054236.0,10.0,Clostridium difficile infection,41,Enterococcus,35783.0,,,,qPCR,Faeces,Human,1319.0,1189,Healthy control,,
10623,11246,639.0,Elevated,282,preferred_term,10054236.0,10.0,Clostridium difficile infection,1,Lactobacillus,1591.0,,,,qPCR,Faeces,Human,1319.0,1189,Healthy control,,
10624,11247,639.0,Elevated,282,preferred_term,10054236.0,10.0,Clostridium difficile infection,51,Escherichia coli,562.0,,,,qPCR,Faeces,Human,1319.0,1189,Healthy control,,
10625,11248,639.0,Elevated,282,preferred_term,10054236.0,10.0,Clostridium difficile infection,194,Clostridioides difficile,1496.0,,,,qPCR,Faeces,Human,1319.0,1189,Healthy control,,
10626,11249,639.0,Elevated,282,preferred_term,10054236.0,10.0,Clostridium difficile infection,45,Akkermansia muciniphila,239935.0,,,,qPCR,Faeces,Human,1319.0,1189,Healthy control,,
10627,11250,639.0,Reduced,282,preferred_term,10054236.0,10.0,Clostridium difficile infection,36,Bacteroides,29523.0,,,,qPCR,Faeces,Human,1319.0,1189,Healthy control,,
10628,11251,639.0,Reduced,282,preferred_term,10054236.0,10.0,Clostridium difficile infection,33,Bifidobacterium,41200.0,,,,qPCR,Faeces,Human,1319.0,1189,Healthy control,,
10629,11252,639.0,Reduced,282,preferred_term,10054236.0,10.0,Clostridium difficile infection,6,Faecalibacterium prausnitzii,853.0,,,,qPCR,Faeces,Human,1319.0,1189,Healthy control,,
10630,11253,640.0,Elevated,36,preferred_term,10012318.0,47.0,Caries,909,Candida albicans,5476.0,,,,ITS2 sequencing,Supragingival plaque,Human,1320.0,1190,Healthy control,,
10631,11254,640.0,Elevated,36,preferred_term,10012318.0,47.0,Caries,947,Cryptococcus neoformans,5207.0,,,,ITS2 sequencing,Supragingival plaque,Human,1320.0,1190,Healthy control,,
10632,11255,640.0,Elevated,36,preferred_term,10012318.0,47.0,Caries,1637,Candida sake,39397.0,,,,ITS2 sequencing,Supragingival plaque,Human,1320.0,1190,Healthy control,,
10633,11256,640.0,Reduced,36,preferred_term,10012318.0,47.0,Caries,942,Malassezia globosa,76773.0,,,,ITS2 sequencing,Supragingival plaque,Human,1320.0,1190,Healthy control,,
10634,11257,641.0,Elevated,383,preferred_term,10038435.0,10.0,Human end-stage renal disease,217,Phascolarctobacterium,33024.0,,,,16S rRNA sequencing,Faeces,Human,1321.0,1191,Healthy control,,
10635,11258,641.0,Reduced,383,preferred_term,10038435.0,10.0,Human end-stage renal disease,125,Bacillus,1409.0,,,,16S rRNA sequencing,Faeces,Human,1321.0,1191,Healthy control,,
10636,11259,641.0,Reduced,383,preferred_term,10038435.0,10.0,Human end-stage renal disease,33,Bifidobacterium,41200.0,,,,16S rRNA sequencing,Faeces,Human,1321.0,1191,Healthy control,,
10637,11260,641.0,Reduced,383,preferred_term,10038435.0,10.0,Human end-stage renal disease,222,Actinobacteria,1760.0,,,,16S rRNA sequencing,Faeces,Human,1321.0,1191,Healthy control,,
10638,11261,641.0,Reduced,383,preferred_term,10038435.0,10.0,Human end-stage renal disease,14,Roseburia,841.0,,,,16S rRNA sequencing,Faeces,Human,1321.0,1191,Healthy control,,
10639,11262,641.0,Reduced,383,preferred_term,10038435.0,10.0,Human end-stage renal disease,453,Megasphaera,906.0,,,,16S rRNA sequencing,Faeces,Human,1321.0,1191,Healthy control,,
10640,11263,641.0,Reduced,383,preferred_term,10038435.0,10.0,Human end-stage renal disease,380,Peptostreptococcaceae,186804.0,,,,16S rRNA sequencing,Faeces,Human,1321.0,1191,Healthy control,,
10641,11264,641.0,Reduced,383,preferred_term,10038435.0,10.0,Human end-stage renal disease,80,Dialister,39948.0,,,,16S rRNA sequencing,Faeces,Human,1321.0,1191,Healthy control,,
10642,11265,641.0,Reduced,383,preferred_term,10038435.0,10.0,Human end-stage renal disease,64,Lachnospira,28050.0,,,,16S rRNA sequencing,Faeces,Human,1321.0,1191,Healthy control,,
10643,11266,642.0,Elevated,237,preferred_term,10023774.0,10.0,Lung cancer,36,Bacteroides,29523.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10644,11267,642.0,Elevated,237,preferred_term,10023774.0,10.0,Lung cancer,55,Lachnospiraceae,186803.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10645,11268,642.0,Elevated,237,preferred_term,10023774.0,10.0,Lung cancer,128,Coprococcus,33042.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10646,11269,642.0,Elevated,237,preferred_term,10023774.0,10.0,Lung cancer,20,Ruminococcus gnavus,33038.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10647,11270,642.0,Elevated,237,preferred_term,10023774.0,10.0,Lung cancer,183,Parabacteroides distasonis,823.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10648,11271,642.0,Elevated,237,preferred_term,10023774.0,10.0,Lung cancer,232,Enterobacteriaceae,543.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10649,11272,642.0,Elevated,237,preferred_term,10023774.0,10.0,Lung cancer,130,Odoribacter,283168.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10650,11273,642.0,Elevated,237,preferred_term,10023774.0,10.0,Lung cancer,232,Enterobacteriaceae,543.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10651,11274,642.0,Elevated,237,preferred_term,10023774.0,10.0,Lung cancer,224,Butyricimonas,574697.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10652,11275,642.0,Elevated,237,preferred_term,10023774.0,10.0,Lung cancer,260,Fusobacteriaceae,203492.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10653,11276,642.0,Elevated,237,preferred_term,10023774.0,10.0,Lung cancer,1638,Bacillus fumarioli,105229.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10654,11277,642.0,Elevated,237,preferred_term,10023774.0,10.0,Lung cancer,1639,Victivallaceae,255528.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10655,11278,642.0,Reduced,237,preferred_term,10023774.0,10.0,Lung cancer,6,Faecalibacterium prausnitzii,853.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10656,11279,642.0,Reduced,237,preferred_term,10023774.0,10.0,Lung cancer,602,Roseburia faecis,301302.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10657,11280,642.0,Reduced,237,preferred_term,10023774.0,10.0,Lung cancer,33,Bifidobacterium,41200.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10658,11281,642.0,Reduced,237,preferred_term,10023774.0,10.0,Lung cancer,53,Parabacteroides,1869337.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10659,11282,642.0,Reduced,237,preferred_term,10023774.0,10.0,Lung cancer,62,Streptococcus,1306.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10660,11283,642.0,Reduced,237,preferred_term,10023774.0,10.0,Lung cancer,76,Ruminococcus bromii,40518.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10661,11284,642.0,Reduced,237,preferred_term,10023774.0,10.0,Lung cancer,60,Erysipelotrichaceae,128827.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10662,11285,642.0,Reduced,237,preferred_term,10023774.0,10.0,Lung cancer,9,Clostridium,1506.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10663,11286,642.0,Reduced,237,preferred_term,10023774.0,10.0,Lung cancer,39,Bifidobacterium longum,216816.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10664,11287,642.0,Reduced,237,preferred_term,10023774.0,10.0,Lung cancer,401,Veillonella dispar,39778.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10665,11288,642.0,Reduced,237,preferred_term,10023774.0,10.0,Lung cancer,22,Bifidobacterium adolescentis,1680.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10666,11289,642.0,Reduced,237,preferred_term,10023774.0,10.0,Lung cancer,929,Streptococcus infantis,68892.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10667,11290,642.0,Reduced,237,preferred_term,10023774.0,10.0,Lung cancer,402,Rothia mucilaginosa,43675.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10668,11291,642.0,Reduced,237,preferred_term,10023774.0,10.0,Lung cancer,1536,Streptococcus sobrinus,1310.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10669,11292,642.0,Reduced,237,preferred_term,10023774.0,10.0,Lung cancer,632,Rhodococcus,1827.0,,,,16S rRNA sequencing,Faeces,Human,1322.0,1192,Healthy control,,
10670,11293,643.0,Reduced,73,preferred_term,10011078.0,10.0,Coronary artery disease,1071,Agrobacterium,357.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10671,11294,643.0,Reduced,73,preferred_term,10011078.0,10.0,Coronary artery disease,759,Delftia,80865.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10672,11295,643.0,Reduced,73,preferred_term,10011078.0,10.0,Coronary artery disease,42,Enterobacter,42895.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10673,11296,643.0,Reduced,73,preferred_term,10011078.0,10.0,Coronary artery disease,672,Morganella,581.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10674,11297,643.0,Reduced,73,preferred_term,10011078.0,10.0,Coronary artery disease,55,Lachnospiraceae,186803.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10675,11298,643.0,Reduced,73,preferred_term,10011078.0,10.0,Coronary artery disease,214,Blautia,572511.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10676,11299,643.0,Reduced,73,preferred_term,10011078.0,10.0,Coronary artery disease,128,Coprococcus,33042.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10677,11300,643.0,Reduced,73,preferred_term,10011078.0,10.0,Coronary artery disease,236,Dorea,189330.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10678,11301,643.0,Reduced,73,preferred_term,10011078.0,10.0,Coronary artery disease,93,Staphylococcus,29387.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10679,11302,643.0,Reduced,73,preferred_term,10011078.0,10.0,Coronary artery disease,412,Eggerthella,84111.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10680,11303,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,391,Bulleidia,118747.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10681,11304,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,629,Comamonas,283.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10682,11305,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,510,Enhydrobacter,212791.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10683,11306,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,224,Butyricimonas,574697.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10684,11307,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,130,Odoribacter,283168.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10685,11308,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,1069,Leuconostocaceae,81850.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10686,11309,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,625,Shewanella,22.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10687,11310,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,871,Sphingobium,165695.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10688,11311,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,684,Sphingomonadaceae,41297.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10689,11312,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,379,Barnesiellaceae,397864.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10690,11313,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,2,Desulfovibrio,885.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10691,11314,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,404,Christensenellaceae,990719.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10692,11315,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,263,Catenibacterium,135858.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10693,11316,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,453,Megasphaera,906.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10694,11317,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,273,Verrucomicrobium,2735.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10695,11318,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,67,Akkermansia,239934.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10696,11319,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,185,Collinsella,102106.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10697,11320,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,242,Coriobacteriaceae,84107.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10698,11321,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,44,Prevotella,59823.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10699,11322,643.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,348,Bacteroidetes,976.0,,,,16S rRNA sequencing,Faeces,Human,1323.0,1193,Healthy control,,
10700,11323,644.0,Elevated,312,preferred_term,10039218.0,81.0,Rosacea,1640,Cutibacterium acnes,1747.0,16134.3,10136.48,,16S rRNA sequencing,Skin swab,Human,1324.0,1194,Acne patient,Average reads,
10701,11324,644.0,Elevated,312,preferred_term,10039218.0,81.0,Rosacea,1641,Serratia marcescens,615.0,64.182,0.19,,16S rRNA sequencing,Skin swab,Human,1324.0,1194,Acne patient,Average reads,
10702,11325,644.0,Reduced,312,preferred_term,10039218.0,81.0,Rosacea,1640,Cutibacterium acnes,1747.0,29.002,39.556,,16S rRNA sequencing,Skin swab,Human,1324.0,1194,Healthy control,% (abundancy),% (abundancy)
10703,11326,644.0,Reduced,119,preferred_term,10000496.0,81.0,Acne,1640,Cutibacterium acnes,1747.0,19.055,28.077,,16S rRNA sequencing,Skin swab,Human,1324.0,1194,Healthy control,% (abundancy),% (abundancy)
10704,11327,645.0,Reduced,393,low_level_term,10029885.0,10.0,Normal weight obesity,6,Faecalibacterium prausnitzii,853.0,,,,16S rRNA sequencing,Faeces,Human,1325.0,1195,Healthy control,,
